"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01026099999","2021-04-07T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","27","29","0.00","","-0.06","1","94","","29.37","28.95","","28","197","23","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-07T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","28","29","0.01","||SHSN","-0.04","0","95","BKN:06 10","29.38","28.96","18.64","29","191","18","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-07T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","27","29","0.04","","-0.04","1","96","","29.39","28.97","","28","201","17","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","26","29","0.01","","-0.02","0","90","","29.39","28.97","","28","188","20","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","26","29","","","-0.03","3","88","BKN:06 10","29.41","28.99","24.85","28","188","25","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","29","","","-0.02","3","86","","29.41","29.00","","28","190","21","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","29","","","-0.03","2","81","","29.42","29.00","","27","184","22","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","29","","","-0.01","2","78","BKN:05 10","29.42","29.00","31.07","27","179","22","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","30","","","-0.01","2","72","","29.43","29.01","","27","176","25","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","29","","","-0.01","2","75","","29.43","29.01","","27","189","23","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","29","","","-0.01","3","74","SCT:04 10","29.44","29.02","27.96","27","197","23","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T08:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","30","","","-0.02","2","72","","29.45","29.03","","27","196","23","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","21","33","","","-0.02","2","61","","29.45","29.03","","29","186","21","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","33","","||SHSN","-0.01","2","64","BKN:05 10","29.45","29.03","24.85","29","204","19","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","33","","","-0.01","2","65","","29.45","29.04","","29","217","19","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","33","0.02","","-0.02","2","67","","29.46","29.05","","29","199","16","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","36","","","-0.01","0","58","BKN:05 10","29.46","29.05","31.07","31","235","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","17","36","0.01","","-0.01","0","46","","29.46","29.05","","29","199","13","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","34","","","0.00","4","55","","29.46","29.05","","29","226","15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","34","","","+0.01","7","56","SCT:03 20","29.46","29.04","43.50","29","234","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","33","","","+0.01","7","60","","29.45","29.04","","28","241","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","31","","","+0.01","7","64","","29.45","29.03","","27","229","11","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T19:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","28","","","+0.01","7","68","FEW:01 33","29.45","29.03","46.60","25","210","11","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T20:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","26","","","+0.02","7","78","","29.44","29.02","","24","212","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","24","","","+0.03","7","84","","29.43","29.00","","23","228","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","24","","","+0.03","7","82","FEW:02 10","29.42","29.00","46.60","23","188","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-08T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","18","25","","","+0.03","7","74","","29.41","28.99","","23","180","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","18","23","","","+0.03","7","81","","29.39","28.97","46.60","21","201","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","16","20","","","+0.03","7","85","","29.38","28.96","","19","316","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","16","19","","","+0.04","7","88","","29.37","28.94","","18","008","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","16","19","","","+0.04","7","88","FEW:01 20","29.35","28.93","46.60","18","325","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","18","20","","","+0.05","7","93","","29.34","28.91","","19","330","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","20","","","+0.04","7","93","","29.32","28.90","","20","287","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","21","26","","","+0.04","7","81","FEW:01 20","29.31","28.89","46.60","24","095","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T08:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","29","","","+0.04","7","68","","29.29","28.87","","26","335","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","30","","","+0.04","7","65","","29.28","28.86","","27","315","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","30","","","+0.03","6","65","FEW:01 33","29.27","28.85","46.60","27","285","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","32","","","+0.03","6","59","","29.26","28.85","","28","296","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","35","","","+0.01","7","52","","29.26","28.85","","29","351","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","17","34","","","+0.02","8","50","82","29.24","28.83","46.60","28","025","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","13","34","","","+0.02","7","41","","29.24","28.83","","27","030","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","15","33","","","+0.03","7","47","","29.23","28.82","","27","262","11","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","16","34","","","+0.02","8","47","FEW:01 33","29.22","28.81","46.60","28","348","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","13","32","","","+0.02","7","45","","29.22","28.80","","26","052","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","13","29","","","+0.02","7","51","","29.22","28.80","","24","063","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T19:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","13","26","","","+0.01","7","57","82","29.21","28.79","46.60","22","056","11","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T20:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","13","25","","","+0.01","7","59","","29.22","28.80","","21","067","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","13","24","","","+0.01","7","62","","29.21","28.79","","21","071","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","11","24","","","+0.01","7","59","82","29.21","28.79","46.60","20","063","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-09T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","14","22","","","+0.01","7","69","","29.20","28.78","","20","058","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","12","23","","","+0.02","7","64","","29.20","28.78","","20","066","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","12","20","","","+0.01","7","70","82","29.19","28.77","46.60","18","015","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","12","21","","","+0.01","7","70","","29.19","28.77","","18","068","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","15","20","","","+0.01","7","78","","29.19","28.77","","19","261","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","11","18","","","0.00","4","75","82","29.20","28.77","46.60","16","183","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","16","20","","","-0.01","2","85","","29.20","28.78","","19","245","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","23","","","-0.01","2","87","","29.21","28.79","","22","226","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","27","","","-0.02","2","73","82","29.21","28.79","46.60","24","203","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T08:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","27","","","-0.02","2","72","","29.21","28.80","","24","186","16","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","18","29","","","-0.02","2","64","","29.22","28.80","","25","201","18","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","18","30","","","-0.02","2","60","FEW:02 49","29.22","28.81","46.60","26","189","21","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","18","32","","","-0.02","2","55","","29.23","28.82","","27","192","23","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-04-10T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","19","34","","","-0.02","2","54","","29.24","28.83","","29","198","25","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
