"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01026099999","2021-01-01T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","33","","","-0.04","3","71","","29.92","29.50","","30","218","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","26","35","","","-0.04","1","70","FEW:01 49","29.93","29.51","43.50","32","196","18","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","26","35","","","-0.02","0","70","","29.93","29.51","","32","201","18","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","34","","","-0.01","0","70","","29.93","29.51","","31","190","22","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","34","","","-0.01","3","68","FEW:01 49","29.94","29.52","46.60","30","196","23","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","33","","","-0.01","3","68","","29.94","29.52","","30","202","20","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","33","","","-0.02","2","66","","29.95","29.53","","29","186","18","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","31","","","-0.01","0","70","","29.95","29.52","46.60","28","158","13","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","29","","","-0.01","3","78","","29.97","29.54","","27","058","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","21","28","","","-0.02","2","73","FEW:01 20","29.97","29.54","46.60","26","031","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","27","","","-0.01","0","83","","29.97","29.54","","26","095","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","27","","","-0.01","2","81","","29.98","29.55","","25","198","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","26","","","-0.01","2","83","FEW:01 20","29.98","29.55","46.60","25","224","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","26","","","-0.00","0","89","","29.97","29.54","","25","296","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","26","","","+0.01","7","92","","29.97","29.54","","25","281","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","26","","","+0.00","5","90","FEW:01 33","29.97","29.54","46.60","25","238","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","24","","","+0.00","7","92","","29.97","29.54","","23","289","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","22","24","","","+0.00","8","93","","29.97","29.54","","23","236","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T19:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","24","","","+0.01","5","88","","29.97","29.54","46.60","23","093","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T20:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","23","","","-0.01","3","90","","29.98","29.55","","22","203","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","20","23","","","-0.01","0","91","","29.97","29.54","","22","201","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","21","23","","","-0.00","0","91","FEW:01 33","29.97","29.54","46.60","22","198","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-01T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","21","24","","","+0.00","5","91","","29.98","29.55","","23","200","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","26","","","-0.01","2","89","","29.98","29.55","","25","203","13","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","27","","","-0.01","2","87","FEW:01 20","29.98","29.55","46.60","26","203","13","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","27","","","-0.00","0","85","","29.98","29.55","","26","209","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","27","","","-0.00","2","85","","29.98","29.55","","26","206","12","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","27","","","+0.00","7","84","OVC:08 33","29.98","29.55","31.07","26","196","12","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","28","","","-0.00","2","84","","29.98","29.55","","27","200","14","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","28","","","-0.01","2","86","","29.98","29.56","","27","227","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","23","28","","","-0.01","2","81","BKN:07 33","29.98","29.56","40.39","26","203","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T08:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","29","","","-0.01","2","83","","29.99","29.57","","27","218","13","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","24","29","","","-0.02","3","82","","30.01","29.58","","27","212","11","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","29","","","-0.03","2","83","OVC:08 33","30.02","29.59","40.39","28","201","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","30","","","-0.03","2","82","","30.02","29.59","","28","221","15","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","30","","","-0.03","2","82","","30.03","29.60","","28","204","13","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","25","30","","","-0.02","3","82","BKN:06 33","30.04","29.61","40.39","28","193","16","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","26","30","","","-0.03","2","83","","30.06","29.63","","29","214","15","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","26","30","","","-0.03","2","85","","30.06","29.63","","29","194","12","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","27","31","","","-0.04","2","87","OVC:08 33","30.08","29.65","46.60","30","199","12","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T17:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","27","31","","","-0.03","2","87","","30.08","29.65","","30","196","16","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T18:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","28","31","","","-0.04","2","88","","30.10","29.67","","30","205","17","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T19:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","28","31","","","-0.03","2","88","SCT:04 20","30.11","29.68","46.60","30","205","19","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T21:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","28","32","","","-0.03","3","85","","30.13","29.70","","31","203","18","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T22:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","29","32","","","-0.04","3","87","BKN:07 20","30.15","29.72","46.60","31","198","18","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-02T23:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","28","33","","","-0.04","1","84","","30.16","29.73","","31","193","17","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T00:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","30","33","0.00","","-0.04","2","89","","30.17","29.75","","32","218","19","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T01:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","33","0.01","||SHSN","-0.04","2","92","BKN:07 20","30.19","29.76","12.43","32","196","17","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T02:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","32","0.02","","-0.04","1","95","","30.20","29.77","","32","195","19","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T03:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","34","0.01","","-0.04","3","90","","30.22","29.79","","33","198","19","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T04:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","","","","||SHRASN","","","","BKN:07 10","","","15.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T05:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","33","0.01","","-0.03","1","95","","30.22","29.80","","33","199","18","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T06:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","31","34","0.00","","-0.02","2","89","","30.23","29.81","","33","203","19","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T07:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","34","","","-0.03","2","92","BKN:05 20","30.24","29.82","27.96","33","200","20","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T08:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","34","","","-0.04","3","93","","30.26","29.84","","33","197","17","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T09:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","","","-0.05","2","91","","30.28","29.86","","34","200","16","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T10:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","","","-0.05","2","88","BKN:06 10","30.29","29.87","18.64","34","203","20","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T11:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","","","-0.05","2","88","","30.32","29.89","","34","203","16","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T12:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","0.00","","-0.04","2","88","","30.33","29.90","","34","207","15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T13:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","0.00","||SHRA","-0.04","0","90","BKN:07 10","30.34","29.91","17.40","34","197","13","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T14:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","33","35","0.00","","-0.03","1","91","","30.35","29.92","","34","199","14","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T15:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","35","0.00","","-0.02","1","90","","30.35","29.93","","34","199","15","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
"01026099999","2021-01-03T16:00:00","69.65","18.9333333","114.5","TROMSO, NO","FM-12","4","","32","36","","","-0.01","1","87","SCT:04 20","30.35","29.92","31.07","34","197","16","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN004BUFR","","","","","","","","","",""
